Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-MTAB-6865	RNA-Seq of T cells sorted from human PBMCs, or from T cells stimulated with CD3/CD28 beads for 4 days, or from the spleen of NSG or NSG-HLA-A2/HHD mice, 7 days after transplantation with human PBMCs	RNA-seq of coding RNA	Homo sapiens	68	2018-08-14	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6865/
E-MTAB-6299	Whole exome sequencing analyses of human, IDH2-mutated, acute myeloid leukemia samples from patients before or during treatment with Enasidenib	DNA-seq	Homo sapiens	47	2018-08-13	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6299/
E-MTAB-6297	ChIP-seq of tumour associated macrophages derived from high grade ovarian serous carcinoma patient ascites	ChIP-seq	Homo sapiens	9	2018-08-13	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6297/
E-MTAB-7057	Bioinformatics-based selection of a model cell type for in vitro biomaterial testing	transcription profiling by array	Homo sapiens	54	2018-08-12	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7057/E-MTAB-7057.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7057/E-MTAB-7057.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7057/
E-MTAB-6721	In vitro systems toxicology-based assessment of the potential modified risk tobacco product CHTP1.2 for vascular inflammation- and cytotoxicity-associated mechanisms promoting adhesion of monocytic cells to human coronary arterial endothelial cells	transcription profiling by array	Homo sapiens	104	2018-08-09	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6721/E-MTAB-6721.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6721/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6721/
E-MTAB-6436	RNA-seq of human ASCs expanded with 10% FBS and in FBS-deprived condition	RNA-seq of coding RNA	Homo sapiens	10	2018-08-09	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6436/E-MTAB-6436.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6436/
E-MTAB-6390	miRNA-seq of human ASCs expanded with 10% FBS and in FBS-deprived condition	microRNA profiling by high throughput sequencing	Homo sapiens	10	2018-08-09	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6390/E-MTAB-6390.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6390/
E-MTAB-6660	RNA sequencing of human, IDH2-mutated, acute myeloid leukemia samples from patients before or during treatment with Enasidenib	RNA-seq of coding RNA	Homo sapiens	4	2018-08-08	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6660/
E-MTAB-6196	Ribosome profiling of CLL patient samples	RNA-seq of coding RNA	Homo sapiens	14	2018-08-07	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6196/
E-MTAB-7089	RNA-seq of one human cortex sample and one sample from the HAP1 cell line, used to illustrate the development and application of the JCC score	RNA-seq of coding RNA	Homo sapiens	2	2018-08-06	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7089/
E-MTAB-7038	Diverse effects of cyclic AMP variants on osteogenic and adipogenic differentiation of human mesenchymal stromal cells	transcription profiling by array	Homo sapiens	18	2018-08-05	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7038/E-MTAB-7038.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7038/E-MTAB-7038.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7038/
E-MTAB-7024	Full transcriptome analysis of MCF-7 cells treated with screening hit compounds versus control	transcription profiling by array	Homo sapiens	35	2018-08-04	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7024/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7024/
E-MTAB-6524	Transcriptomic profile of human induced pluripotent stem cells at single cell resolution	RNA-seq of coding RNA from single cells	Homo sapiens	2	2018-08-04	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6524/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6524/
E-MTAB-6727	RNA sequencing of CD57+ and CD57- effector memory CD8 T cells in patients with type 1 diabetes	RNA-seq of coding RNA	Homo sapiens	10	2018-08-03	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6727/
E-MTAB-6937	Microarray of tolerogenic dendritic cells differentiated in the presence of vitamin D3, dexamethasone or rapamycin	transcription profiling by array	Homo sapiens	25	2018-07-31	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6937/E-MTAB-6937.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6937/E-MTAB-6937.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6937/
E-MTAB-5644	APIM treatment of different cancer cell lines, short and long term	transcription profiling by array	Homo sapiens	168	2018-07-29	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5644/E-MTAB-5644.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5644/
E-MTAB-6863	RNA-seq of hepatic biopsies taken from patients with chronic liver disease presenting with different aetiologies (HCV, FLD) and fibrosis stages	RNA-seq of coding RNA	Homo sapiens	69	2018-07-28	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6863/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6863/
E-MTAB-6819	Single-cell RNA-seq of naive and primed human embryonic stem cells	RNA-seq of coding RNA from single cells	Homo sapiens	2687	2018-07-26	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6819/E-MTAB-6819.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6819/
E-MTAB-6988	HumanMethylation450 (450k) data for 79 rheumatoid arthritis disease discordant monozygotic twin pairs	methylation profiling by array	Homo sapiens	316	2018-07-24	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6988/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6988/
E-MTAB-5876	24h time-course microarray study of SW480 and SW620 cells	transcription profiling by array	Homo sapiens	18	2018-07-23	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5876/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5876/
E-MTAB-6452	Transcriptome analysis of HeLa cells upon deprivation of methionine and cysteine (Met/Cys)	RNA-seq of coding RNA	Homo sapiens	8	2018-07-21	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6452/
E-MTAB-5934	Transcription profiling by array of B lymphoblasts derived from either control donors or patients with loss of function mutations in TTC7A	transcription profiling by array	Homo sapiens	10	2018-07-19	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5934/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5934/
E-MTAB-7052	Single-cell RNA-seq of of human dermal fibroblasts (supplementary - different stimulation conditions of dsRNA)	RNA-seq of coding RNA from single cells	Homo sapiens	1920	2018-07-16	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7052/E-MTAB-7052.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7052/
E-MTAB-7051	Single-cell RNA-seq of dermal fibroblasts (5 human individuals - IFNB stimulation)	RNA-seq of coding RNA from single cells	Homo sapiens	681	2018-07-16	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7051/E-MTAB-7051.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7051/
E-MTAB-7037	Single-cell RNA-seq of of dermal fibroblasts (supplementary - human fibroblasts stimulation with dsRNA)	RNA-seq of coding RNA from single cells	Homo sapiens	590	2018-07-16	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7037/E-MTAB-7037.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7037/
E-MTAB-7032	Bulk RNA-seq of of human dermal fibroblasts from up to 66 individuals (supplementary)	RNA-seq of coding RNA	Homo sapiens	168	2018-07-16	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-7032/E-MTAB-7032.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7032/
E-MTAB-6975	RNA-seq of human neurons derived from H9 embryonic stem cell lines treated with BDNF, TrkB agonist ZEB 85 or NT4 against untreated controls	RNA-seq of coding RNA	Homo sapiens	192	2018-07-13	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6975/E-MTAB-6975.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6975/
E-MTAB-6427	Binding of the Zika virus genome to endogenous human transcripts	RNA-seq of non coding RNA	Homo sapiens	18	2018-07-13	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6427/
E-MTAB-6978	Whole-exome sequencing of genomic DNA extracted from patient-derived melanoma cell lines grown in vitro	DNA-seq	Homo sapiens	8	2018-07-12	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6978/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6978/
E-MTAB-6652	miRNA profiling array results in serum RNA (healthy volunteers and breast tumor patients)	microRNA profiling by array	Homo sapiens	7	2018-07-12	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6652/E-MTAB-6652.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6652/
E-MTAB-6014	Promoter capture and whole genome in situ Hi-C of human iPSC and iPSC-derived cardiomyocytes from an Yoruban individual (NA19101)	Hi-C	Homo sapiens	12	2018-07-11	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6014/E-MTAB-6014.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6014/
E-MTAB-6013	Gene expression profiling by RNA-seq of human iPSC and iPSC-derived cardiomyocytes from an Yoruban individual (NA19101)	RNA-seq of coding RNA	Homo sapiens	6	2018-07-11	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6013/E-MTAB-6013.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6013/
E-MTAB-6430	RNA-seq of human skin lesions diagnosed as actinic keratosis, intraepidermal carcinoma or squamous cell carcinoma	RNA-seq of coding RNA	Homo sapiens	25	2018-07-09	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6430/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6430/
E-MTAB-6149	Single cell sequencing of lung carcinoma	RNA-seq of coding RNA from single cells	Homo sapiens	19	2018-07-09	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6149/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6149/
E-MTAB-6127	SNP array Multi-omics molecular profiling of primary prostate adenocarcinoma	genotyping by array	Homo sapiens	66	2018-07-09	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6127/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6127/
E-MTAB-6984	SCRB-seq comparison with TruSeq on bulk RNA-seq human LCL (DMSO) and BAY treated LCL (BAY)	RNA-seq of coding RNA	Homo sapiens	12	2018-07-07	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6984/
E-MTAB-6831	Single-cell RNA-seq of ex vivo CD45-negative skin resident-cells using microfluidic droplet capture	RNA-seq of coding RNA	Homo sapiens	8	2018-07-06	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6831/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6831/
E-MTAB-6066	Single-cell RNA-seq of dermal fibroblasts stimulated with dsRNA (poly I:C) in a time course of 0, 4 and 8 hours	RNA-seq of coding RNA from single cells	Homo sapiens, Macaca mulatta, Mus musculus, Rattus norvegicus	240	2018-07-06	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6066/E-MTAB-6066.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6066/
E-MTAB-5989	Single-cell RNA-seq of of dermal fibroblasts using microfluidic droplet capture (stimulated cells)	RNA-seq of coding RNA from single cells	Homo sapiens	2130	2018-07-06	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5989/E-MTAB-5989.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5989/
E-MTAB-5988	Single-cell RNA-seq of of dermal fibroblasts using microfluidic droplet capture (unstimulated cells)	RNA-seq of coding RNA from single cells	Homo sapiens	2553	2018-07-06	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5988/E-MTAB-5988.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5988/
E-MTAB-5920	Single-cell RNA-seq of dermal fibroblasts stimulated with dsRNA (poly I:C) in a time course of 0, 2, 4 and 8 hours	RNA-seq of coding RNA from single cells	Homo sapiens, Macaca mulatta, Mus musculus, Rattus norvegicus	728	2018-07-06	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5920/E-MTAB-5920.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5920/
E-MTAB-5919	Bulk RNA-seq of dermal fibroblasts after stimulation with interferon or dsRNA (poly I:C)	RNA-seq of coding RNA	Homo sapiens, Macaca mulatta, Mus musculus, Rattus norvegicus	79	2018-07-06	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5919/E-MTAB-5919.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5919/
E-MTAB-5918	ChIP-seq of H3K4me3 and H3K27ac of dermal fibroblasts with and without dsRNA (poly I:C) stimulation	ChIP-seq	Homo sapiens, Macaca mulatta, Mus musculus, Rattus norvegicus	52	2018-07-06	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5918/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5918/
E-MTAB-6958	ChIP-Seq of BCL11A and SOX2 in lung squamous cell carcinoma (LUSC) LK-2 cell line with or without BCL11A knockdown	ChIP-seq	Homo sapiens	5	2018-07-05	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6958/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6958/
E-MTAB-6680	Transcriptomic profiling of human neuromesodermal-like cells and spinal cord progenitors derived in vitro from H9 ES cell line	RNA-seq of coding RNA	Homo sapiens	6	2018-07-04	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6680/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6680/
E-MTAB-6643	RNA-seq of primary human M2-polarized macrophages cultured in either high-concentration or low-concentration type I collagen	RNA-seq of coding RNA	Homo sapiens	6	2018-07-04	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6643/E-MTAB-6643.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6643/
E-MTAB-5773	SNP array profiling of leiomyosarcoma	transcription profiling by array	Homo sapiens	26	2018-07-02	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5773/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5773/
E-MTAB-5764	Identification of driver genes in uterine leiomyosarcoma: whole-genome sequencing	DNA-seq	Homo sapiens	4	2018-07-02	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5764/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5764/
E-MTAB-5763	Identification of driver genes in uterine leiomyosarcoma: low-coverage WGS	DNA-seq	Homo sapiens	35	2018-07-02	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5763/
E-MTAB-5762	Identification of driver genes in uterine leiomyosarcoma: RNA seq	RNA-seq of coding RNA	Homo sapiens	30	2018-07-02	Data is not available	Data is not available	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5762/
E-MTAB-6849	RNAseq of human bone marrow mesenchymal stem cells in co-culture with endothelial cells	RNA-seq of coding RNA	Homo sapiens	6	2018-07-01	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6849/
E-MTAB-6113	Whole-genome shallow-sequencing of HPV-positive and HPV-negative vulvar lesions	DNA-seq	Homo sapiens	86	2018-07-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6113/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6113/
E-MTAB-6062	Transcription profiling of irradiated non-adherent anoikis-resistant DU145 and MCF-7 cells and 5-azacytidine-treated non-adherent anoikis-resistant HeLa cells in contrast to control (non-irradiated, non-treated) cells	transcription profiling by array	Homo sapiens	26	2018-07-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6062/E-MTAB-6062.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6062/
E-MTAB-5102	Development of a small molecule for treatment of castration resistant prostate cancer via androgen receptor and IL6/STAT3 pathways	transcription profiling by array	Homo sapiens	12	2018-07-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5102/E-MTAB-5102.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5102/
E-MTAB-6908	DNA methylation in acute sleep loss in humans	transcription profiling by array	Homo sapiens	60	2018-06-30	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6908/E-MTAB-6908.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6908/
E-MTAB-6903	RNA-seq in acute sleep loss in humans	RNA-seq of coding RNA	Homo sapiens	60	2018-06-30	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6903/E-MTAB-6903.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6903/
E-MTAB-6559	Transcriptional profiling of blood exposure response gene signature across clinical studies on The Tobacco Heating System 2.2 (THS 2.2) dataset 2	transcription profiling by array	Homo sapiens	378	2018-06-30	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6559/E-MTAB-6559.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6559/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6559/
E-MTAB-6558	Transcriptional profiling of blood exposure response gene signature across clinical studies on The Tobacco Heating System 2.2 (THS 2.2) dataset 1	transcription profiling by array	Homo sapiens	296	2018-06-30	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6558/E-MTAB-6558.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-6558/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6558/
E-MTAB-6516	RNA-seq comparison of gene expression in enteroids derived of fresh or frozen human intestinal biopsies	RNA-seq of coding RNA	Homo sapiens	129	2018-06-30	Data is not available	Data is not available	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6516/
